product_name,review,review_date,score,user
GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Bought this for my snorkeling vacation after my Nokia AW started leaking. Haven't regretted it since... awesome pics and vids, the timewarp feature is a bonus, used it for my hiking adventures. Haven't had any problems thus far, with the exception of short battery life... at least one extra battery is a must.","June 28, 2019",5.0 out of 5 stars,anda3219
GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"I just got my GoPro and haven't even had a chance to use it yet, and you are hounding me to write a review. Set up was super easy once I went online and downloaded a copy of the user manual that I could read. Why include a thick booklet with 15+ languages in it and the print is too small for a normal human to read? Make a booklet with English in it for those that make their purchases in English speaking countries and ask when the people purchase it online what their language preference is to send a manual in that language.,I do like the touch screen feature of the new GoPro Hero 7. That will make switching very easy.","June 25, 2019",3.0 out of 5 stars,Anthony Chenault
GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Great action cam, the portability of this thing is where it shines as well as the mounting ability. Weatherproof durable and plenty of options for different circumstances.,It does freeze up every so often but formatting the sd card seems to fix it.,This deal where you get an extra battery for 10 dollars more than the camera costs by itself is a good little extra.,So far I love my little GoPro and bring it everywhere with me.,The stabilization on this camera is untouched by any DSLR, Mirrorless , and Phone. So if stable video is what you ultimately want there is nothing better.","July 18, 2019",5.0 out of 5 stars,DJ Aluzion
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"The camera and the accessories arrived as expected, and after charging the battery (must be taken out of the camera and placed in the charger) I tried to take some pictures in different light situations and different distances. The quality of the pictures are acceptable but not outstanding. I had expected more sharpness from a 20 MP camera, and less noise in the low light pictures. However, this is a low price camera, and is great for snap shots. The small size makes it easy to carry around, and the 32GB memory card can hold several thousand pictures. The memory card must be taken out of the camera and placed in either the USB cradle that is part of the deal or a designated port on your computer.,I give the product 4 stars only because of the picture quality and the lack of charging and transfer possibility without opening the camera to remove battery and/or memory card.","June 10, 2017",4.0 out of 5 stars,Jens
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"We went on a trip out of the country and left our 35 mm with telephoto lens sitting on the counter. Ugh. My immediate thought was to have a camera shipped by Amazon to our first stop. That worked perfectly, but considering what I was willing to spend I had to consider our options carefully. My main objective was to free us from the necessity to use our phones as cameras because I was looking for better battery life, more zoom capability, and ease of download to my laptop. Although this is a very tiny camera, it met those objectives. In fact, the ease of download greatly exceeded expectations with the flash drive transfer process. The camera has everything included, is easy to use, and produces reasonably good photos. I will leave the technical discussion of photo quality to the more avid photographers, but we are pleased. This will be a camera that accompanies us easily when we don't want to drag along the higher end photo gear.","August 27, 2017",5.0 out of 5 stars,Rappers Mom
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"Received camera faster than expected.  After receiving, we charged the battery, loaded the included 32 Gig memory card, and took her out for a spin. This camera takes amazing pictures in lo light conditions which has always been hard for our iPhones to do. Its an extremely small size, but packs a big punch. The screen does not give the full sharpness of all 20 mp. Once the pics are uploaded onto a computer, you can truely see the depth that 20 mp brings.","June 30, 2018",5.0 out of 5 stars,Adam & Amber H.
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"Just picked it up yesterday and so far it looks great.  It was delivered within the specified timing.  I'm going on vacation and I'm tired of relying on my phone for pictures and video.  I also needed something small and easy to carry.  My sister's a photographer and recommended this one.  I think it is a great bundle, it has everything you need.  We tested it yesterday and pictures look great!","May 4, 2017",5.0 out of 5 stars,Katisa
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"Well, it worked for a few moments at least.,After turning it on initially, it displayed the captured camera view (as you'd expect) for about 10 seconds. Then, the screen turned pink, and then became a bunch of a black / white / pink scrolling horizontal bars (see attached image). Changing the settings affected the color / zoom of the scrolling bars, but would not restore the camera view. I'm guessing the capture device was poorly connected to the display or something like that, and promptly got disconnected.,Anyway, I was pretty disappointed with this camera, especially given the price.","August 21, 2018",1.0 out of 5 stars,Daniel Fuchs
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"I got this camera to take photos of woodworking and pets. It was a great purchase, takes wonderful photos inside and outside. It's easy to use, the battery lasts a long time. And the customer service was fantastic.","December 13, 2017",5.0 out of 5 stars,Kamie
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"Needed an affordable camera for taking progress pics and finish product pics for work.  I hate using my iPhone to do this as it typically gets abused by dust and other construction elements (weather, adhesives, etc).  This camera is literally perfect for point and click.  At first, I didn't think it would be that great as it's tiny and the screen is also small.  Once I took a bunch of pics and transferred them on my computer, I was very happy with the quality of the pictures.  This is great for point and click applications.  If you are looking to get into photography, this obviously isn't the way to go as it lacks the features my Nikon DSLR has.  But it does have ease of transportation and use, which is all I need.This is an all inclusive purchase that made my job a lot simpler and I am very happy with the quality of the product.","May 14, 2018",5.0 out of 5 stars,Christopher Myers
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"I have another Canon, the PowerShot A630 that I really like. It's was bigger to just put in my pocket so I wanted to go smaller. I'm very happy with ELPH 180, a newer ELPH 170. I've used it to take stills as well as video and quite impressed with both. The pictures are very clean and clear. I'm also impressed with the battery life even when using the video. I know I'll be very happy with this, not only because it's a Canon but also because it's small. I'd definitely recommend this to others.","April 14, 2016",5.0 out of 5 stars,Jim M from Oregon
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"I have had many digital point and shoot cameras over the past 15 years, many have come and gone, some good, some were positively a bad choice.  However this camera is one of the best I have used in all my experience.  Easy to use, very intuitive, you really don't need the instructions.  All included accessories (battery, charger, strap, case, etc) make it easy to start taking photos pronto.  Note that you'll have to get a memory card though, but that is easy.,The extensive menu choices are easy to maneuver and are aplenty.  LCD screen is large and clear, buttons are placed judiciously so taking photos is a snap.,In the end there is no downside as far as I'm concerned, this is a great camera.  Thank you Canon and thank you TheImagingWorld for such a great product.","March 18, 2019",5.0 out of 5 stars,spongella
Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,Bought this as an upgrade to an older Canon we have.  Works well just like the hold one.  My only complaint is a takes a long time inbetween photos to be able to take another.  So when holding a pose it takes forever to take multiple pics.,"September 13, 2017",3.0 out of 5 stars,BigSlice
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),I purchased this waterproof camera so my daughter can use it to record videos while practicing swimming. We ended up using it the whole time during our vacation at the beach and around town. It's very easy to use and lightweight too so it fits in my purse perfectly to carry around. It took really clear videos and pictures as well. The LCD screen is big enough to see and view it especially underwater. It also has a lot if features like face detection and self-timer which we used a lot.,"August 1, 2019",5.0 out of 5 stars,Mother of Dragons
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"I purchased this as a replacement to a disposable underwater camera and the picture quality is undeniably better! It is also easier to use and smaller in size which makes it more portable. It also has a larger screen, and being underwater it definitely helps. Can't comment on durability, we only used it for a week but there is a 1 year warranty where you can contact the seller. Highly rec.","July 30, 2019",5.0 out of 5 stars,Cathie Huber
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"It was the first time I bought this camera and it was much more than I expected. This camera is very waterproof. This machine is good. It is of good quality and not easily damaged. The pictures it takes are very clear. Not only that, it has a nice texture and a small body. It can meet the requirement of recording image at any time. It's also very powerful. It can be used to take photos and video. I take it with me when I go out to play and it works well. The price is not expensive and within my range. It's well worth buying.","August 2, 2019",5.0 out of 5 stars,Skinner Adelaide
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"Great camera! I got this for our trip to the Oregon coast. I know the weather doesn’t always corporate and rain was forecasted. This little guy worked great! It’s extremely easy to use, and we loved that the selfie mode was an option! It made taking pics so much easier on our trip!","August 3, 2019",5.0 out of 5 stars,Bridget Howard
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"I'm unable to review how well the product works at this moment in time as it has been bought as a Christmas gift, but everything looks to be there and the quality of the item is fab. The price was absolutely amazing .","June 9, 2019",5.0 out of 5 stars,D. H. Nathan
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"I stumbled on this product by accident last week and ordered it based on the postitive reviews. I also figured it was worth giving it a try for the price. So, the item arrived today and I was immediately blown away by packaging and the insane amount of accessories that came with it. On paper the camera is one of the best buys on Amazon","July 27, 2019",5.0 out of 5 stars,Amazon Customer
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red)," I do professional photography for a living but wanted a small pocket camera for hiking/traveling/walking and quick things around the house without dragging out a bunch of equipment. It fits in a pocket perfectly! I don't know about you but if I take my pro gear out on a walking, I never actually get any exercise, I just stand around taking photos in one or two spots the whole time. Lol. So — my view on this is it's not as good as previous point-n-shoots I've had. They used to be heavier, more sturdy, better made and less expensive. This one is lighter, tad flimsy, pricier than I'm used to (for the low quality) and not as good made. Comes with a rechargeable battery which is nice but I don't love it enough to buy a backup, although it does last a very long time, charged it for the first time after 2 months of use which is about 10mins every 3 days or so. Quality is so-so and many of the basic features and settings I'm used to on most other point-n-shoots are not on this camera or very limited. An amateur can take good shots with it but only if you have the patience on the focusing. It can take a long time for it to focus on what you are trying for. For example, say you are trying to get a butterfly on a flower, it may continuously want to focus on the ground rather than the flower/butterfly area (see photo of what I mean or looks like Amazon isn't allowing all my photos so not sure if you can see it). It does AMAZING macro shots most of the time though, it automatically focuses them (best without flash on) but other shots farther away or if trying to do something quick not as great, so give it time to focus. Not the worse quality shots ever but not best either. A tiny bit muddy/painted look if you zoom into the images at 100% (see photo of 100%). The video (one attached) is decent, actually does better than photo stills. It also does not turn off ALL sounds. The settings allow you to turn off many sounds but it keeps the shutter sound, beeps when focusing and there is no way to turn it off. Personally, I don't like the sounds. If I had to choose a pocket camera for hiking and traveling again, I would save a little more and not get this one. If I only wanted to take quick macros inside for products etc, this is the camera to have. I've attached 19 photos and 1 video straight from this camera without Ps edits. ~Happy Shooting~","June 12, 2017",3.0 out of 5 stars,C. H. Greene
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),Ordering this as a replacement for my last one. I lost it in the ocean while surfing one day. Great hardy point and shoot at a good price. Works well. Takes good pictures and footage.,"June 16, 2019",5.0 out of 5 stars,Loraine R Weaver
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"We are having an unbelievably rainy summer here, and we were looking for a camera that could use without worrying about it getting wet.  In addition, my husband loves to snorkel, so we wanted a camera that was dual purpose.  He even went so far as to dunk it in a large cup of water at dinner to test the waterproof claim, and it started right up with no issues.  This little camera takes fantastic, crisp pictures!  The two pictures I attached of the outdoors were taken with it on a trip this weekend.  I’m so impressed with this camera and the quality images it produces.  I also love that it’s dual screen for selfies if you want to take them.","July 30, 2019",5.0 out of 5 stars,firefly319
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black)," This camera is extremely light weight. I’ve had a few other waterproof cameras and I never understood why they were so heavy, they would immediately sink if dropped. Although this camera doesn’t float, it’s is light enough to give you a fighting chance to quickly grab it.,The picture quality is good compared to the very reasonable price of the camera. Although it does not come with the required mini SD card, it does include everything else you need.","July 30, 2019",5.0 out of 5 stars,Tiffany S. 
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red)," Okay. I gave it 5 stars because I love the camera itself and don't feel I should downgrade my review because of what the listing says. Also it wouldn't let me put in four and a half. But any buyer should know that the listing says that it comes with ""64"" of something regarding memory. It doesn't say 64 of what. Could be Kbites, could be Mbites, could be Gbites, could be raw fish or tooth faerie droppings. Who knows? Turns out there is ZERO. ZIP. NADA. So if you order one of these be sure to buy some memory because it is not included and the camera would be useless without it. Good thing I'm a bit of a memory hog and bought an ""extra"" or I wouldn't have been able to use it at all until I ordered some.,Another small thing that it won't do (and I hold Canon blameless for this) is that there is no way that I can find to put a live view from the camera onto my computer screen—as you would do with a web cam. I didn't buy it specifically to do this kind of thing so I'm not let down but I do a bit of astrophotography and that kind of thing is nice. The screen is too small to tell if there is dirt on one of your lenses in the dark. It ruins the shot if you don't notice it and when you are trying to shoot a picture of the full moon and don't catch it you have to wait at least a month to set the shot up again.,With those two things in mind it's a pretty good camera and I'm happy I got it. The screen is easy to read. It's got a lot of the features that you would expect to find on a more professional grade camera. The menus are fairly intuitive once you've spent fifteen minutes or so with the manual. I should be noted that you do have to download the manual itself because it only comes with a quick start guide. In Auto mode while shooting some pictures, like the moon for example, the exposure is a bit too high but I suspect there is a setting that would fix that, which I haven't found yet. In Program mode it's easy enough to correct that kind of problem, as it is pretty easy to take control of most of the other settings.,I shot the attached video of the moon through my telescope because a picture is worth a thousand more words.,I'm still experimenting with it because I just got it yesterday but I'll update this if I think of anything else.","August 6, 2017",5.0 out of 5 stars,Brett Ashton
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"This point and shoot has been great to use and I have been quite satisfied with it considering its low price. I have attached test photos and videos so you can be the judge on the quality. I noticed that this camera is especially good at picking up accurate and bold colors in both the photo and video modes.,Canon includes a ""Getting Started"" guide, a warranty card, a small lanyard, a 680mah battery, an external battery charger (which is nice if you plan on buying additional batteries), and the camera itself.,With the popularity of smartphones, what is the appeal of this entry-level point and shoot camera? Well, unlike most smartphones, this camera features an 8x optical zoom. This is a great feature that allows you to zoom in decently close while experiencing a minimal degradation in quality. The camera's maximum video quality is 720p but it features quick auto focusing and as mentioned before, good accurate colors. The only issue that I had with the video quality is that the stabilization is not the best.,Conclusion: This is overall a great entry-level point and shoot and I do not think you will be disappointed for the price. The 8x optical zoom is definitely my favorite feature and the photo and video quality is about what you would expect for a camera in this price range. There is no included SD card so you will need to buy one, and there is no included transfer cable (mini USB) so you will also need to buy one of those to load the photos and video onto your computer unless you have an SD card slot. The user interface on the camera is easy and simple to use. This camera is great for those who are not extremely technologically savvy as there is basically no learning curve. Nice job Canon.,Disclaimer: I purchased this product with my own money for my own personal use.","February 24, 2016",5.0 out of 5 stars,Kevin Breeze
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"I wanted a small, easy to use camera that could zoom for a trip to Scotland and Ireland.  The camera worked extremely well, though I never went past the 8x optical zoom.  I especially love the option to delay the shutter by 2 seconds in low light to prevent camera shake when pressing the shutter button.  Underexposing on stained glass windows (which otherwise looked all white) worked very well.,I bought a spare battery and recharger.  I took 1,050 pictures over 22 days, and only replaced the battery twice.  The spent battery recharged in 2 hours.,The only problem with the camera is the small cord, which I could not put around my neck.  Consequently, I dropped the camera on stone steps, and it got banged up.  It continued to produce great photos.  I took it to a camera shop, which gave me a long cord to attach to the camera's small cord, so I didn't drop it again.  However, the shop advised me that the tiny connections inside could have come loose, and the camera might not work after a few weeks.  It got me through the trip, and I will now buy another one to replace it.","September 28, 2017",5.0 out of 5 stars,Sacramento reader
Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"This waterproof camera  arrived in very nice packaging and included a small soft bag to store camera in. It also included a chargerand battery. The camera itself is light weight however, it is made very study. The dual cameras are are plus as it makes taking selfies easy. The camera can be set to automatically shut off if not in use after the specified time. The scene can be changed automatically or you can specify scenery, portrait,  or night portrait.  Image resolution is 24 which is amazing. I'm having fun trying this little camera out. Got it to use by the pool or while at other activities where water is present. I have also been letting my kids use it to take pictures in the water and I am not panicking that the camera will get ruined because it is waterproof.  Happy with my purchase!","July 31, 2019",5.0 out of 5 stars,LittleBit
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"We take a lot of vacations and many photos for family albums.  Our two previous purchases were of Nikon Coolpix.  These inexpensive cameras tend to last just 2-3 years (which is fine, given how affordable they are).  When our Nikon died on us, we decided this time to upgrade and purchase the Canon because Canon has a good reputation.  But we are severely disappointed.  For one, the only flash control this camera has is automatic.  This means that if the camera detects light it will not use the flash, and you have no way of manually using the flash to override the automatic sensor.  Let us say you are taking a photo of someone and there is light in the background.  The camera will detect the light and not use the flash.  But you would want to manually have the flash go off so as to light up the face of the person.  The Nikon Cookpics were MUCH less expensive than this Canon yet did have the manual flash control.  Second, the picture quality is poor - surprising, it is of less quality than the cheaper Nikon.  And finally, we realize that these are cheap cameras but nonetheless, this Canon feels flimsy and ""plasticky"" compared to the Nikon.  You may as well buy the Nikon - you will be spending less money and have more quality.","September 17, 2018",1.0 out of 5 stars,William
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"At this price point, I wasn't expecting much.  But we were about to go on a cruise and I wanted a point and shoot that I could take on all our excursions (I have heard too many horror stories of phones dropped in the drink).  I was replacing a more expensive camera.  Quite honestly, the photos from this little camera are even better than my old camera - Clear, beautiful color, and excellent definition.  The camera is easy to understand and use.  I am impressed.","July 9, 2017",5.0 out of 5 stars,Book Ninja
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"This is a wonderful camera. If you’ve ever owned an ELPH camera, you know that they’re high-quality, ultra-portable cameras. Obviously you’re not going to get DSLR-quality images from a camera like this, but this is still a great camera, and if you use a tripod, you will be able to get excellent results. I use mine with an Amazon Basics tripod (which costs a little more than $20 and is really light and portable). Shooting with a tripod, even when using a little Point and Shoot camera, makes all the difference. But back to the camera. This is a great camera. It's also very affordable.","May 20, 2017",5.0 out of 5 stars,Nicholas
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"It's the perfect pocket camera.  Very easy to use, small, light weight.  I love the control button on the back side that allows me to quickly choose portrait shot or automatic ones.  The rechargeable battery lasts a long time.  The resolution is excellent.  The 8X zoom is just right.  I also own 2 Nikon Coolpix pocket cameras which worked very well, but over time no longer hold a battery charge.  Then I recently purchased a cheap Chinese GordeVE pocket camera which I did not care for at all due to poor resolution, etc.  I also own 2 Nikon SLRs which are superior cameras, but I don't always want to lug them around.","June 23, 2017",5.0 out of 5 stars,Donald Ferencz
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),After opening my camera it worked great until it started to not charg... I have had this camera for 4 months and it’s now a glorified paperweight... I can’t do anything with it. I’ve already bought 2 new charging cables and a new battery and still nothing. Worst camera buy ever! I would not give it any starts but you have to give at least 1,"December 14, 2017",1.0 out of 5 stars,Amazon Customer
Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"I'm taking this abroad with me and it's perfectly sized for pockets, purses and backpacks. Though, I'd definitely recommend a small case if you'll be using it frequently like I will be on my travels (I puchased the Case Logic ECC-101 case and it fits great.) It takes great photos, too. It's quite user-friendly and comes with a full instruction manual, battery+plug-in wall charger and wrist strap. Easy and simple to navigate. I also purchased a 32GB SDHC card and a small, hard-sided travel case for it.","July 23, 2017",5.0 out of 5 stars,Valerie
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"I came to Amazon looking for a camera to take on vacations and trips. I only ever use my iPhone for pictures, and wanted to invest in something slightly more professional that wouldn't break the bank. I am in no way a photographer, but this camera sure makes me feel like one. It's the perfect size for travelers, as it fits in your hand perfectly, as it's very small and portable. I think the picture quality is absolutely stunning. I can zoom into a tree from over 100 feet away and it looks as if I'm right in front of it! I haven't taken this camera on my trip to Europe yet, but will update and post the pictures I take once I do. I've mostly just played around with it, taking pictures of my dog or sister. I included a selfie to show the flash - that was taken in a pitch black room. I wasn't even sure it would come out clear, but wow! Look at the quality!,One thing I would like to address is the wifi, which might be my favorite thing about this camera as a whole. I contemplated buying the Canon powershot SX410, which is a cheaper, slightly older version of this camera, but opted for this because of the wifi feature. I can't boast about it enough. I can take a picture of something, click on the wifi option on the camera, connect to the wifi from my phone, open the free camera app and send the picture directly from my camera to my iPhone. I can also delete that picture from the camera once I've saved it to my phone, so I'll never run out of space! The battery life is also very impressive and it seems to stay charged for a long time (another reason it's great for travelers). And the time it takes to fully charge the battery isn't long at all.,I'm just a person who wanted a cool camera to take nice quality pictures. I'm not a photographer or anything near, but I love clean, crisp quality shots. If you want a small, portable camera that takes AMAZING quality pictures, has a KILLER zoom and flash, and has a wifi feature that allows you to share your pictures on social media in the matter of seconds after taking the picture, this is for you. This camera should be so much more expensive that it is because it's absolutely amazing. 10/10 recommend!","August 2, 2017",5.0 out of 5 stars,Martha A. Jungenberg
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"I don't have a lot of photography or non-phone camera experience. So, I really just jumped into the DSLR world with this camera. Having this for a week, I really enjoy it for how much it can do.,Seems like a lot of the reviews here are people that don't understand how cameras work (ISO, aperture, shutter speed). You DO NOT have full control over aperture or shutter speed. It's an entry level camera. If you want full control, buy a Rebel T5! The specs are not professional either (they're mid-range at best), so don't expect your quality of pics to be super awesome starting out, you need practice. This camera is a tool, you have to control it. It's not going to take great pics by itself!,Here's a few of my favorite pics I've taken in the past week. Enjoy! :)","August 1, 2017",5.0 out of 5 stars,J
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"When I first received this camera, I wrote a  review saying I loved it. The photos were super sharp, and the zoom was amazing. It's so easy to use. However, now, a few months after I received it, it suddenly broke. One day, I used it and everything was fine; the next day, for some reason, the zoom lens wouldn't retract and a message popped up telling me to ""restart the camera."" I had not dropped the camera. I kept it in the camera bag, and had no reason to think it had suffered any trauma. I tried multiple times to restart the camera, but it didn't help. I called Canon, and they suggested I send it to them. Instead, I found an authorized Canon dealership nearby. They saw the camera was still under warranty, and took it in for me to send it themselves to Canon. Today, I was informed that Canon will charge me $93.20 to repair the camera because, they say, the lens is not under warranty. The camera store told me that the lens is the most vulnerable part of the camera. Needless to say, I am very disappointed.","July 31, 2017",2.0 out of 5 stars,Grandma Susie
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"The canon power shot sx420 is a neat little “point and shoot” camera. Great focal length (see chameleon and fork pictures) good zoom that stays clear and doesn’t get grainy. This was a gift for some one who thought they might like to get into photography but doesn’t understand terms like iso.,I think this will be a good camera for a beginner as it allows you to change picture resolution, light and focus while looking, but has a feature where it tells you the photos info so you can understand.,Usually a Nikon fan but same price range you can’t get wifi enabled- this has WiFi - and it works well! You need to dig a bit to find the camera functions and not everything is as intuitive as I’d like, but I would say overall very good.,Compact size makes a big difference for this camera. It’s very light and handles well.,Night mode is fairly good- husky photo was low light. You need to figure out the settings with in the mode- but it’s doable.,I took away one star because with everything it DOES do, you should be able to do more outside of the “auto” mode. Will update review once present is assessed by giftee-","December 23, 2017",4.0 out of 5 stars,Jackie
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"At first I was thrilled with this camera because the wi-fi features worked right out of the box.,This impressed me. I was quick to review and give it a high rating. I was too quick.,Week after week I started to notice that the shutter speed was too darn slow.,If a subject moves or twitches even the slightest bit, there is a blur.,Canon support, to their credit, is quick to respond, but the suggestions they offer do not work.,There is no setting that seems to impact the shutter speed (even the ISO setting.) It seems the shutter opens for almost a half to 3/4 of a second.,The only pictures that come out decent are ones taken indoors with the flash.,But using bright, available light or exterior bright light yields way too much motion blur.,I bought this camera to show my daughter how a real camera compared to her phone camera.,I lost that argument. Despite the high megapixel feature and big lens... the pictures are really poor. Grainy and blurry.,They other problem is the camera can't focus when fully zoomed in. Maddening. Try to take a picture of a distant object and adjust thefocus while zoomed in; Blur.","December 31, 2017",2.0 out of 5 stars,Steplander
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"What a wonderful camera!  It's light.  It's photos are SO REAL.  And it's SO EASY to operate.  I bought it in RUBY RED, and I can FIND IT anywhere, even in the dark.  Its battery holds an extended charge for many photos.,I bought a couple of backup batteries and a backup charger to have on hand.","May 30, 2016",5.0 out of 5 stars,Los Angeles Reader
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"Very hard to control zoom,need a stand to steady the shot. great shots a mile away!","November 8, 2016",4.0 out of 5 stars,Alvanet
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"First I bought a Coolpix which had wifi. I never could get the wifi to transfer pics to my iPad and the camera was too small and the controls too close to each other to operate the camera. After I found the Coolpix a new home, I bought this Powershot SX420.,First, the camera is large enough to hold still and to operate the controls. I have arthritis, my hands are a little stiff but I can use this camera without any problem. The thumb rest beside the movie button didn't stop my thumb from sliding, so I put a small square of sticky back Velcro there to use for a thumb grip. Problem solved.,The wifi is very easy set up. Pictures transfer painlessly to my pad or the photo printer.,The long zoom makes the SX420 a great kayaking camera. Pictures of wildlife along the shoreline are very clear.,This is a great little camera to have fun with when you're tired of your big camera that seems to take itself so seriously.","August 10, 2017",5.0 out of 5 stars,Cheri W
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black)," As it's name, compact camera. Very cute and small, light weigt camera.  In addition simple working deiVce. No bluetooths but using wifi, can transper photos and video. Not super but normal.So simple work.Another is nikon d-3400. As you see so small n compact with description also.,Delivery took 11days.Thanks.","March 20, 2018",4.0 out of 5 stars,Youngsoo Kim
Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),It is pretty much point & shoot with a  short telephoto lens. Easy to use & good pics & transferring via WiFi is a boon.,"May 31, 2016",4.0 out of 5 stars,Letjimdoit
