date,product,review,score,user
"July 20, 2019",Digital Camera with WiFi 24.0 MP Vlogging Camera 2.7K Ultra HD 3.0 Inch Camera with Flip Screen Retractable Flashlight (RG),"When I transferred the pictures and videos to my computer to see the quality of it, it's still very pixelated even as I compare all the different quality settings.",3.0,Diane
"July 20, 2019",Digital Camera with WiFi 24.0 MP Vlogging Camera 2.7K Ultra HD 3.0 Inch Camera with Flip Screen Retractable Flashlight (RG),The camera is exactly like the picture and the LCD flips perfectly fine.,3.0,Diane
"July 26, 2019",Digital Camera with WiFi 24.0 MP Vlogging Camera 2.7K Ultra HD 3.0 Inch Camera with Flip Screen Retractable Flashlight (RG),"Poor instructions,No clear way to turn off video ir even see it; doesn't come with SD card,Pp show wifi connection app had wrong password,A oain in the butt to connect,Flip LCD does not rotate,.. have Dslr camera.. wanted simple smaller handheld to use for simple videos.. returned,Will buy a name brand brand with decent how to instructions,Found a you tube video and the reviewer could only say rhis this was junk!",2.0,Her Babsiness
"June 27, 2019","HD Mini Digital Cameras,21MP Point and Shoot Digital Video Cameras-Travel,Camping,Gifts (Black 1)","The other half loves this because its easy to work, and that is all he needed ..but ... he got more?He got beautiful clear pictures too, that I'm able to enlarge (quite extensively) for him in Adobe PS without hardly any pixel blur.A nice little camera that does what it was meant for: point and shoot and you get a Brucey bonus with wonderful clear pictures to boot!",5.0,Ann T. Ogletree
"July 5, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Poor battery life <25minutes, I was experiencing hang ups and the unit would not respond at all.",2.0,Julian J. Bailey
"July 5, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,So I had to pull battery.,2.0,Julian J. Bailey
"July 5, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"That thing was smoking hot.,The ugly:,The battery that shipped with unit will not take a charge.",2.0,Julian J. Bailey
"July 5, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Didn��셳 see that coming.,Turned off GPS, And everything else I could find, reduced picture quality , FPS and even lessened LCD intensity and still gets hot and shuts down.",2.0,Julian J. Bailey
"July 5, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"I used its battery to battery up the 7.,Final thought:,At the end of the day, I really don��셳 recommend GoPro 7 Black  until they get the energy and or heat issues resolved.",2.0,Julian J. Bailey
"August 2, 2019","HD Mini Digital Cameras,21MP Point and Shoot Digital Video Cameras-Travel,Camping,Gifts (Black 1)","After which it totally froze both times.,And those were the times it didn't:,Turn off as soon as you pressed the burst,Screen turned solid blue (been a long time since I've seen a BSOD) upon trying to format the memory card,Went to a solid crosshatch and was unresponsive,Just turned right back off as soon as it batteryed on.,Turned on and froze and wouldn't turn off unless you held the battery down for 10 seconds.,Turned on and froze and wouldn't turn off unless even if you held the battery button for 30 seconds, requiring a battery pull.,The battery was horrible tight, and there's no way you can get fingers in, nor could you do even the gentlest of taps to help it out a little, because the skinny, flimsty, waiting-to-be-broken-off battery cover hinges on the narrow side, making it super weak.",1.0,Ian
"July 29, 2019","HD Mini Digital Cameras,21MP Point and Shoot Digital Video Cameras-Travel,Camping,Gifts (Black 1)","To begin with, the micro-font instruction focus states that the package includes a digital camera, ProTags Express Software Installation CD, USB cable, User's instruction focus, Strap, Camera bag, Lithium battery, and a charger.",1.0,Globewalker
"July 29, 2019","HD Mini Digital Cameras,21MP Point and Shoot Digital Video Cameras-Travel,Camping,Gifts (Black 1)",I even had a highly skilled techie friend try to set up the camera and the best we could get out of any of the pictures were grainy shots less than 2 memory.,1.0,Globewalker
"June 15, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,So extra battery would be a good idea.,5.0,Jason
"June 27, 2019","HD Mini Digital Cameras,21MP Point and Shoot Digital Video Cameras-Travel,Camping,Gifts (Black 1)",For such a small camera I am very impressed with the photo quality and the optical feature is very smooth,5.0,Kelsey
"May 30, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"The picture quality is waaaay more clear, not to mention the camera comes with a built in touch LCD on the back now and it��셲 waterproof enough to splash around without a case - so dope!",5.0,Jess von Prisk
"July 6, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Super portable, flash weight, easy to use and excellent video and audio quality.",5.0,Adrian Jimenez
"July 6, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"1.- the battery life is low, but this kit comes with an extra original battery and a micro SD card big enough for take many HD videos and pictures.",5.0,Adrian Jimenez
"July 6, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"2.- Some times the camera freeze the image and you have to take out the battery to restared, I read this happen in all this cameras.",5.0,Adrian Jimenez
"May 23, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,It kept freezing when I needed it the most  froze like 3 times and your not able to take out the battery to reset when your in the air,2.0,Victor De La Garza
"May 22, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"You can great some absolutely great photos & videos with this camera, but the battery gets used up extremely quickly, not to mention it can make the camera feel hot if used for a long period of time.",4.0,Matthew Brigham
"May 22, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Still worth it if you need a mini camera, just make sure you have spare battery & the charging cable.",4.0,Matthew Brigham
"June 28, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Haven't had any problems thus far, with the exception of short battery life... at least one extra battery is a must.",5.0,anda3219
"June 25, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,Set up was super easy once I went online and downloaded a copy of the user focus that I could read.,3.0,Anthony Chenault
"June 25, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Make a booklet with English in it for those that make their purchases in English speaking countries and ask when the people purchase it online what their language preference is to send a focus in that language.,I do like the touch LCD feature of the new GoPro Hero 7.",3.0,Anthony Chenault
"July 18, 2019",GoPro HERO7 Black Camera + Extra Rechargeable Battery + PNY Elite-X 32GB U3 microSDHC Card (Bundle) - Waterproof Digital Action Camera Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,"Weatherproof durable and plenty of options for different circumstances.,It does freeze up every so often but formatting the sd card seems to fix it.,This deal where you get an extra battery for 10 dollars more than the camera costs by itself is a good little extra.,So far I love my little GoPro and bring it everywhere with me.,The stabilization on this camera is untouched by any DSLR, Mirrorless , and Phone.",5.0,DJ Aluzion
"June 10, 2017",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"The camera and the accessories arrived as expected, and after charging the battery (must be taken out of the camera and placed in the charger) I tried to take some pictures in different flash situations and different distances.",4.0,Jens
"June 10, 2017",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"I had expected more sharpness from a 20 MP camera, and less noise in the low flash pictures.",4.0,Jens
"June 10, 2017",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"The small size makes it easy to carry around, and the 32GB memory card can hold several thousand pictures.",4.0,Jens
"June 10, 2017",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"The memory card must be taken out of the camera and placed in either the USB cradle that is part of the deal or a designated port on your computer.,I give the product 4 stars only because of the picture quality and the lack of charging and transfer possibility without opening the camera to remove battery and/or memory card.",4.0,Jens
"August 27, 2017",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,We went on a trip out of the country and left our 35 mm with telephoto lens sitting on the counter.,5.0,Rappers Mom
"August 27, 2017",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"My main objective was to free us from the necessity to use our phones as cameras because I was looking for better battery life, more optical capability, and ease of download to my laptop.",5.0,Rappers Mom
"August 27, 2017",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"In fact, the ease of download greatly exceeded expectations with the flash drive transfer process.",5.0,Rappers Mom
"June 30, 2018",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"After receiving, we charged the battery, loaded the included 32 Gig memory card, and took her out for a spin.",5.0,Adam & Amber H.
"June 30, 2018",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,This camera takes amazing pictures in lo flash conditions which has always been hard for our iPhones to do.,5.0,Adam & Amber H.
"June 30, 2018",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,The LCD does not give the full sharpness of all 20 mp.,5.0,Adam & Amber H.
"August 21, 2018",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"Then, the LCD turned pink, and then became a bunch of a black / white / pink scrolling horizontal bars (see attached image).",1.0,Daniel Fuchs
"August 21, 2018",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"Changing the settings affected the color / optical of the scrolling bars, but would not restore the camera view.",1.0,Daniel Fuchs
"December 13, 2017",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"It's easy to use, the battery lasts a long time.",5.0,Kamie
"May 14, 2018",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"At first, I didn't think it would be that great as it's tiny and the LCD is also small.",5.0,Christopher Myers
"May 14, 2018",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"But it does have ease of tranburstation and use, which is all I need.This is an all inclusive purchase that made my job a lot simpler and I am very happy with the quality of the product.",5.0,Christopher Myers
"April 14, 2016",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,I'm also impressed with the battery life even when using the video.,5.0,Jim M from Oregon
"March 18, 2019",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"All included accessories (battery, charger, strap, case, etc) make it easy to start taking photos pronto.",5.0,spongella
"March 18, 2019",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"Note that you'll have to get a memory card though, but that is easy.,The extensive menu choices are easy to maneuver and are aplenty.",5.0,spongella
"March 18, 2019",Canon혻PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"LCD LCD is large and clear, buttons are placed judiciously so taking photos is a snap.,In the end there is no downside as far as I'm concerned, this is a great camera.",5.0,spongella
"August 1, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),It's very easy to use and flashweight too so it fits in my purse perfectly to carry around.,5.0,Mother of Dragons
"August 1, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),The LCD LCD is big enough to see and view it especially underwater.,5.0,Mother of Dragons
"July 30, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"It also has a larger LCD, and being underwater it definitely helps.",5.0,Cathie Huber
"August 2, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),It's also very batteryful.,5.0,Skinner Adelaide
"June 12, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"This one is flasher, tad flimsy, pricier than I'm used to (for the low quality) and not as good made.",3.0,C. H. Greene
"June 12, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"Comes with a rechargeable battery which is nice but I don't love it enough to buy a backup, although it does last a very long time, charged it for the first time after 2 months of use which is about 10mins every 3 days or so.",3.0,C. H. Greene
"June 12, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),An amateur can take good shots with it but only if you have the patience on the focusing.,3.0,C. H. Greene
"June 12, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),It can take a long time for it to focus on what you are trying for.,3.0,C. H. Greene
"June 12, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"For example, say you are trying to get a butterfly on a flower, it may burstly want to focus on the ground rather than the flower/butterfly area (see photo of what I mean or looks like Amazon isn't allowing all my photos so not sure if you can see it).",3.0,C. H. Greene
"June 12, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"It does AMAZING macro shots most of the time though, it automatically focuses them (best without flash on) but other shots farther away or if trying to do something quick not as great, so give it time to focus.",3.0,C. H. Greene
"June 12, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),A tiny bit muddy/painted look if you optical into the images at 100% (see photo of 100%).,3.0,C. H. Greene
"June 12, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"The settings allow you to turn off many sounds but it keeps the burst sound, beeps when focusing and there is no way to turn it off.",3.0,C. H. Greene
"July 30, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),I also love that it��셲 dual LCD for selfies if you want to take them.,5.0,firefly319
"July 30, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),혻This camera is extremely flash weight.,5.0,Tiffany S. 
"July 30, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"Although this camera doesn��셳 float, it��셲 is flash enough to give you a fighting chance to quickly grab it.,The picture quality is good compared to the very reasonable price of the camera.",5.0,Tiffany S. 
"August 6, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"But any buyer should know that the listing says that it comes with ""64"" of something regarding memory.",5.0,Brett Ashton
"August 6, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),So if you order one of these be sure to buy some memory because it is not included and the camera would be useless without it.,5.0,Brett Ashton
"August 6, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"Good thing I'm a bit of a memory hog and bought an ""extra"" or I wouldn't have been able to use it at all until I ordered some.,Another small thing that it won't do (and I hold Canon blameless for this) is that there is no way that I can find to put a live view from the camera onto my computer LCD��봞s you would do with a web cam.",5.0,Brett Ashton
"August 6, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The LCD is too small to tell if there is dirt on one of your lenses in the dark.,5.0,Brett Ashton
"August 6, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The LCD is easy to read.,5.0,Brett Ashton
"August 6, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The menus are fairly intuitive once you've spent fifteen minutes or so with the focus.,5.0,Brett Ashton
"August 6, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),I should be noted that you do have to download the focus itself because it only comes with a quick start guide.,5.0,Brett Ashton
"August 6, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"In Auto mode while shooting some pictures, like the moon for example, the focus is a bit too high but I suspect there is a setting that would fix that, which I haven't found yet.",5.0,Brett Ashton
"February 24, 2016",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"I noticed that this camera is especially good at picking up accurate and bold colors in both the photo and video modes.,Canon includes a ""Getting Started"" guide, a warranty card, a small lanyard, a 680mah battery, an external battery charger (which is nice if you plan on buying additional battery), and the camera itself.,With the popularity of smartphones, what is the appeal of this entry-level point and shoot camera?",5.0,Kevin Breeze
"February 24, 2016",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"Well, unlike most smartphones, this camera features an 8x optical optical.",5.0,Kevin Breeze
"February 24, 2016",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),This is a great feature that allows you to optical in decently close while experiencing a minimal degradation in quality.,5.0,Kevin Breeze
"February 24, 2016",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"The camera's maximum video quality is 720p but it features quick auto focusing and as mentioned before, good accurate colors.",5.0,Kevin Breeze
"February 24, 2016",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The 8x optical optical is definitely my favorite feature and the photo and video quality is about what you would expect for a camera in this price range.,5.0,Kevin Breeze
"September 28, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"I wanted a small, easy to use camera that could optical for a trip to Scotland and Ireland.",5.0,Sacramento reader
"September 28, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"The camera worked extremely well, though I never went past the 8x optical optical.",5.0,Sacramento reader
"September 28, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),I especially love the option to delay the burst by 2 seconds in low flash to prevent camera shake when pressing the burst button.,5.0,Sacramento reader
"September 28, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"Underexposing on stained glass windows (which otherwise looked all white) worked very well.,I bought a spare battery and recharger.",5.0,Sacramento reader
"September 28, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"I took 1,050 pictures over 22 days, and only replaced the battery twice.",5.0,Sacramento reader
"September 28, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"The spent battery recharged in 2 hours.,The only problem with the camera is the small cord, which I could not put around my neck.",5.0,Sacramento reader
"July 31, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),It also included a chargerand battery.,5.0,LittleBit
"July 31, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),"The camera itself is flash weight however, it is made very study.",5.0,LittleBit
"July 31, 2019",Waterproof Camera Full HD 1080P for Snorkeling 24.0 MP Underwater Camera 2.7 Inch TFT-LCD Dual Screen Waterproof Digital Camera (Black),Image pixel is 24 which is amazing.,5.0,LittleBit
"September 17, 2018",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"For one, the only flash control this camera has is automatic.",1.0,William
"September 17, 2018",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"This means that if the camera detects flash it will not use the flash, and you have no way of focusly using the flash to override the automatic sensor.",1.0,William
"September 17, 2018",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),Let us say you are taking a photo of someone and there is flash in the background.,1.0,William
"September 17, 2018",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The camera will detect the flash and not use the flash.,1.0,William
"September 17, 2018",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),But you would want to focusly have the flash go off so as to flash up the face of the person.,1.0,William
"September 17, 2018",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The Nikon Cookpics were MUCH less expensive than this Canon yet did have the focus flash control.,1.0,William
"May 20, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),I use mine with an Amazon Basics tripod (which costs a little more than $20 and is really flash and portable).,5.0,Nicholas
"June 23, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"Very easy to use, small, flash weight.",5.0,Donald Ferencz
"June 23, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The rechargeable battery lasts a long time.,5.0,Donald Ferencz
"June 23, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The pixel is excellent.,5.0,Donald Ferencz
"June 23, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),The 8X optical is just right.,5.0,Donald Ferencz
"June 23, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"I also own 2 Nikon Coolpix pocket cameras which worked very well, but over time no longer hold a battery charge.",5.0,Donald Ferencz
"June 23, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"Then I recently purchased a cheap Chinese GordeVE pocket camera which I did not care for at all due to poor pixel, etc.",5.0,Donald Ferencz
"December 14, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),I��셶e already bought 2 new charging cables and a new battery and still nothing.,1.0,Amazon Customer
"July 23, 2017",Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"It's quite user-friendly and comes with a full instruction focus, battery+plug-in wall charger and wrist strap.",5.0,Valerie
"August 2, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"I only ever use my iPhone for pictures, and wanted to invest in something sflashly more professional that wouldn't break the bank.",5.0,Martha A. Jungenberg
"August 2, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),I can optical into a tree from over 100 feet away and it looks as if I'm right in front of it!,5.0,Martha A. Jungenberg
"August 2, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),I included a selfie to show the flash - that was taken in a pitch black room.,5.0,Martha A. Jungenberg
"August 2, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"I contemplated buying the Canon batteryshot SX410, which is a cheaper, sflashly older version of this camera, but opted for this because of the wifi feature.",5.0,Martha A. Jungenberg
"August 2, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),The battery life is also very impressive and it seems to stay charged for a long time (another reason it's great for travelers).,5.0,Martha A. Jungenberg
"August 2, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"And the time it takes to fully charge the battery isn't long at all.,I'm just a person who wanted a cool camera to take nice quality pictures.",5.0,Martha A. Jungenberg
"August 2, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"If you want a small, portable camera that takes AMAZING quality pictures, has a KILLER optical and flash, and has a wifi feature that allows you to share your pictures on social media in the matter of seconds after taking the picture, this is for you.",5.0,Martha A. Jungenberg
"August 1, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"Having this for a week, I really enjoy it for how much it can do.,Seems like a lot of the reviews here are people that don't understand how cameras work (ISO, aperture, burst speed).",5.0,J
"August 1, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),You DO NOT have full control over aperture or burst speed.,5.0,J
"July 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"The photos were super sharp, and the optical was amazing.",2.0,Grandma Susie
"July 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"One day, I used it and everything was fine; the next day, for some reason, the optical lens wouldn't retract and a message popped up telling me to ""restart the camera.""",2.0,Grandma Susie
"July 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),"Today, I was informed that Canon will charge me $93.20 to repair the camera because, they say, the lens is not under warranty.",2.0,Grandma Susie
"July 31, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),The camera store told me that the lens is the most vulnerable part of the camera.,2.0,Grandma Susie
"December 23, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),The canon battery shot sx420 is a neat little ��쐏oint and shoot��� camera.,4.0,Jackie
"December 23, 2017",Canon PowerShot SX420 Digital Camera w/ 42x Optical Zoom - Wi-Fi & NFC Enabled (Black),Great focal length (see chameleon and fork pictures) good optical that stays clear and doesn��셳 get grainy.,4.0,Jackie
